station_id,stationCode_info,name,lat,lon,capacity,station_opening_hours_info,rental_methods/0,num_bikes_available,numBikesAvailable,mechanical_bikes,ebikes,num_docks_available,numDocksAvailable,is_installed,is_returning,is_renting,last_reported,stationCode_status,station_opening_hours_status,availability_rate,occupancy_rate,availability_status,ebike_percentage,is_operational
427678168,10015,Lucien Sampaix - Récollets,48.87433037756048,2.3621229082345963,46,,CREDITCARD,3,3,1,2,41,41,1,1,1,1776082100,10015,,6.52,10.87,Low,66.67,1
976762284,41207,Place du Général de Gaulle,48.8525288,2.4877332,28,,CREDITCARD,22,22,16,6,6,6,1,1,1,1776082130,41207,,78.57,78.57,Available,27.27,1
82421013,12011,Charenton - Place du Col Bourgoin,48.844867319554,2.3825789350545,35,,CREDITCARD,4,4,1,3,30,30,1,1,1,1776082020,12011,,11.43,14.29,Low,75.0,1
434419150,21308,Bara - Henri Farman,48.833218027457846,2.2677567601203923,58,,,56,56,33,23,2,2,1,1,1,1776082185,21308,,96.55,96.55,Available,41.07,1
220502135,12032,Porte Dorée,48.8354337,2.4077132,36,,CREDITCARD,16,16,10,6,17,17,1,1,1,1776082160,12032,,44.44,52.78,Available,37.5,1
129114993,19037,Belleville - Porte des Lilas,48.87660391892763,2.404769691129476,32,,,0,0,0,0,31,31,1,1,1,1776082101,19037,,0.0,3.12,Empty,,1
220726050,6103,Mézières - Rennes,48.85023459321703,2.3303819820284843,55,,CREDITCARD,47,47,34,13,5,5,1,1,1,1776082071,6103,,85.45,90.91,Available,27.66,1
254224239,15038,Place Adolphe Cherioux - Vaugirard,48.83959442800459,2.3010657727718358,63,,CREDITCARD,10,10,5,5,53,53,1,1,1,1776082127,15038,,15.87,15.87,Available,50.0,1
85118872,20021,Indre - Prairies,48.86254398506782,2.403290458023548,38,,,0,0,0,0,37,37,1,1,1,1776081924,20021,,0.0,2.63,Empty,,1
100859941,7005,Raspail - Bac,48.855628721101,2.3256602883339,52,,CREDITCARD,45,45,31,14,7,7,1,1,1,1776082194,7005,,86.54,86.54,Available,31.11,1
224589573,6018,Michelet - Assas,48.842741502832,2.3350211977959,18,,,16,16,1,15,2,2,1,1,1,1776082116,6018,,88.89,88.89,Available,93.75,1
252339799,21019,Edouard Vaillant - Paul-Adolphe Souriau,48.834845858829,2.2479459643364,28,,,27,27,17,10,1,1,1,1,1,1776082137,21019,,96.43,96.43,Available,37.04,1
129134084,21105,Morice - Général Leclerc,48.90245471981591,2.3128929734230046,25,,,14,14,12,2,10,10,1,1,1,1776082099,21105,,56.0,60.0,Available,14.29,1
1805401614,21032,Sèvres-Gallieni,48.837809408957,2.2281519323587,27,,,20,20,16,4,6,6,1,1,1,1776082160,21032,,74.07,77.78,Available,20.0,1
20432939844,27008,Labouret - Saint-Denis,48.924066621513,2.2539156570765,24,,CREDITCARD,8,8,6,2,14,14,1,1,1,1776081925,27008,,33.33,41.67,Available,25.0,1
129116697,19109,Tanger - Place du Maroc,48.8862524447104,2.3689296841621403,19,,,3,3,1,2,15,15,1,1,1,1776082035,19109,,15.79,21.05,Low,66.67,1
977409509,31019,Vincennes - Douy-Delcupe,48.85493692155721,2.436049282550812,38,,,2,2,1,1,36,36,1,1,1,1776081980,31019,,5.26,5.26,Low,50.0,1
653055049,32014,Place du Cornillon - Stade de France,48.92540695835961,2.3644426837563515,34,,CREDITCARD,31,31,18,13,3,3,1,1,1,1776082093,32014,,91.18,91.18,Available,41.94,1
221041655,18032,Porte de Clignancourt.,48.897488,2.343996,56,,CREDITCARD,4,4,1,3,51,51,1,1,1,1776082119,18032,,7.14,8.93,Low,75.0,1
1057769632,17124,Porte de Saint-Ouen - Henri Huchard,48.89870836636506,2.3295360803604126,26,,,14,14,11,3,12,12,1,1,1,1776082186,17124,,53.85,53.85,Available,21.43,1
1333959209,44012,Génie - Mozart,48.7949023812189,2.373418360948562,19,,,3,3,2,1,16,16,1,1,1,1776082161,44012,,15.79,15.79,Low,33.33,1
213690256,17027,Place du Maréchal Juin - Péreire,48.885263,2.298286,46,,CREDITCARD,7,7,4,3,39,39,1,1,1,1776082173,17027,,15.22,15.22,Available,42.86,1
120564786,2009,Filles Saint-Thomas - Place de la Bourse,48.868899890853,2.3397543845203,58,,CREDITCARD,54,54,21,33,2,2,1,1,1,1776082147,2009,,93.1,96.55,Available,61.11,1
632007124,31016,Lucie Aubrac - Franklin,48.86223916006812,2.4435862898826604,36,,CREDITCARD,8,8,3,5,27,27,1,1,1,1776082175,31016,,22.22,25.0,Available,62.5,1
977206088,51003,Hôtel de Ville d'Argenteuil,48.946504,2.2496396,30,,CREDITCARD,27,27,23,4,3,3,1,1,1,1776082174,51003,,90.0,90.0,Available,14.81,1
213868408,22101,Gare Routière de Saint Cloud,48.84288183896324,2.222245037555695,31,,CREDITCARD,22,22,15,7,8,8,1,1,1,1776082191,22101,,70.97,74.19,Available,31.82,1
129061615,13016,Primo Levi - Frigos,48.83094844846017,2.37965351592796,34,,CREDITCARD,33,33,31,2,1,1,1,1,1,1776082096,13016,,97.06,97.06,Available,6.06,1
224598098,13043,Dunois - Clisson,48.832294,2.3674523,51,,CREDITCARD,3,3,0,3,48,48,1,1,1,1776082150,13043,,5.88,5.88,Low,100.0,1
82508970,44102,Verdun - Adrien Damalix,48.8222334178559,2.4215328320860863,26,,CREDITCARD,5,5,3,2,19,19,1,1,1,1776082110,44102,,19.23,26.92,Low,40.0,1
653055097,9115,Milton - Manuel,48.878249,2.341181,22,,,1,1,1,0,21,21,1,1,1,1776081840,9115,,4.55,4.55,Low,0.0,1
27246227,19039,Edouard Pailleron - Simon Bolivar,48.87979886049996,2.374839261174202,24,,,2,2,1,1,21,21,1,1,1,1776082166,19039,,8.33,12.5,Low,50.0,1
63297,16032,Eglise d'Auteuil,48.84749841771691,2.26848387135299,21,,,16,16,4,12,5,5,1,1,1,1776082184,16032,,76.19,76.19,Available,75.0,1
95927849,21003,Jean Jaurès - Jean Baptiste Clément,48.84576261454011,2.236965000629425,39,,CREDITCARD,16,16,11,5,23,23,1,1,1,1776082195,21003,,41.03,41.03,Available,31.25,1
102341385,22001,Château - Bineau,48.890404028589806,2.270106375217438,23,,CREDITCARD,14,14,9,5,9,9,1,1,1,1776082185,22001,,60.87,60.87,Available,35.71,1
54000605,18025,Mairie du 18ème,48.892939296937605,2.344551086425781,40,,CREDITCARD,3,3,2,1,37,37,1,1,1,1776082030,18025,,7.5,7.5,Low,33.33,1
979059925,17122,Bridaine - Lamandé,48.8862074,2.3206239,29,,,1,1,0,1,28,28,1,1,1,1776082039,17122,,3.45,3.45,Low,100.0,1
6512,20027,Porte de Ménilmontant,48.8691543609174,2.40932246879487,15,,,0,0,0,0,15,15,1,1,1,1776082146,20027,,0.0,0.0,Empty,,1
27363323,9023,Laffitte - Italiens,48.871815737396,2.3372015478451,33,,,31,31,22,9,1,1,1,1,1,1776082183,9023,,93.94,96.97,Available,29.03,1
10968855,14122,Colonel Monteil - Brune,48.82650293311,2.3092747998272,19,,,9,9,8,1,9,9,1,1,1,1776082060,14122,,47.37,52.63,Available,11.11,1
221038698,16123,Mahatma Gandhi,48.876356,2.264205,26,,,19,19,9,10,7,7,1,1,1,1776082179,16123,,73.08,73.08,Available,52.63,1
82381710,8051,Batignolles - Rome,48.881823370567,2.3202589899302,15,,,4,4,0,4,10,10,1,1,1,1776082187,8051,,26.67,33.33,Low,100.0,1
129145892,31007,Paris - Désiré Préaux,48.85742876694898,2.4323049187660217,49,,,6,6,0,6,43,43,1,1,1,1776081700,31007,,12.24,12.24,Available,100.0,1
102289046,15108,Lourmel - Marie Skobtsov,48.844974,2.287283,36,,,10,10,8,2,25,25,1,1,1,1776082179,15108,,27.78,30.56,Available,20.0,1
124402232,19040,Belleville - Télégraphe,48.8756045,2.3995549,41,,,2,2,1,1,38,38,1,1,1,1776082193,19040,,4.88,7.32,Low,50.0,1
27415327,17047,Courcelles - Pierre Demours,48.883769733273496,2.29858466343129,26,,CREDITCARD,21,21,10,11,5,5,1,1,1,1776081998,17047,,80.77,80.77,Available,52.38,1
85120104,20023,Pelleport - Belgrand,48.865000818477,2.4039808363775,15,,,1,1,0,1,13,13,1,1,1,1776082039,20023,,6.67,13.33,Low,100.0,1
1063404053,41204,République - Danton,48.85249172181667,2.462034523487091,20,,,2,2,0,2,18,18,1,1,1,1776082175,41204,,10.0,10.0,Low,100.0,1
989753852,17121,Square des Epinettes,48.89383909781389,2.325953990221024,20,,,1,1,0,1,19,19,1,1,1,1776081994,17121,,5.0,5.0,Low,100.0,1
82577019,19009,Cité des Sciences et de l'Industrie,48.89659571178903,2.384599149227142,30,,CREDITCARD,7,7,2,5,22,22,1,1,1,1776081801,19009,,23.33,26.67,Available,71.43,1
39256416,18109,Pajol - Riquet,48.88960028134536,2.362853474915028,47,,CREDITCARD,1,1,1,0,46,46,1,1,1,1776082158,18109,,2.13,2.13,Low,0.0,1
255207155,19038,Lassus - Delouvain,48.8755044846,2.3890327325519,20,,,1,1,0,1,19,19,1,1,1,1776082058,19038,,5.0,5.0,Low,100.0,1
63769334,18029,Emile Blemont - Poteau,48.8943782,2.3415122,39,,CREDITCARD,2,2,0,2,37,37,1,1,1,1776081999,18029,,5.13,5.13,Low,100.0,1
129136818,21703,Square du Carrefour de l'Insurrection,48.82086455977068,2.291113436222077,23,,,2,2,1,1,20,20,1,1,1,1776082122,21703,,8.7,13.04,Low,50.0,1
653080986,35017,Toffier Decaux - Cartier Bresson,48.90165072551549,2.401754558086396,18,,,11,11,11,0,6,6,1,1,1,1776082178,35017,,61.11,66.67,Available,0.0,1
27415469,20118,Orteaux - Mouraud,48.85558642847872,2.408762907764669,24,,,0,0,0,0,24,24,1,1,1,1776081892,20118,,0.0,0.0,Empty,,1
66491401,17011,Fragonard - Porte de Clichy,48.894155633419,2.3143893107772,54,,,31,31,28,3,22,22,1,1,1,1776082117,17011,,57.41,59.26,Available,9.68,1
84979504,9031,Provence - Chaussée d'Antin,48.87428447542072,2.332976511564311,25,,CREDITCARD,24,24,9,15,1,1,1,1,1,1776082136,9031,,96.0,96.0,Available,62.5,1
653059015,9117,Bellefond - Maubeuge,48.878255397645,2.3452642187476,31,,CREDITCARD,2,2,0,2,27,27,1,1,1,1776082156,9117,,6.45,12.9,Low,100.0,1
205047993,14002,Edgar Quinet - Raspail,48.83940266673835,2.32971478253603,46,,CREDITCARD,12,12,4,8,34,34,1,1,1,1776082114,14002,,26.09,26.09,Available,66.67,1
101748685,15035,Place Etienne Pernet,48.84243457133779,2.2921819612383847,43,,CREDITCARD,22,22,22,0,20,20,1,1,1,1776082024,15035,,51.16,53.49,Available,0.0,1
54000608,18049,Porte d'Aubervilliers,48.89859661942376,2.3689722642302518,55,,,27,27,20,7,26,26,1,1,1,1776082152,18049,,49.09,52.73,Available,25.93,1
121025345,10020,Chabrol - d'Hauteville,48.877018388033,2.3513179644942,11,,CREDITCARD,3,3,0,3,8,8,1,1,1,1776082041,10020,,27.27,27.27,Low,100.0,1
213692714,18113,Lepic - Armée d'Orient,48.887536403814,2.3343077301979,24,,,2,2,0,2,22,22,1,1,1,1776082112,18113,,8.33,8.33,Low,100.0,1
11218807773,34010,Hôtel de Ville de Saint-Ouen,48.911380185786,2.3340076807601,48,,CREDITCARD,35,35,23,12,13,13,1,1,1,1776082078,34010,,72.92,72.92,Available,34.29,1
54000598,17046,Mac-Mahon - Brey,48.87753208413,2.2945125360529,25,,CREDITCARD,6,6,2,4,19,19,1,1,1,1776082192,17046,,24.0,24.0,Available,66.67,1
2515976231,92004,Nanterre - Université,48.901365,2.212693,20,,CREDITCARD,13,13,6,7,7,7,1,1,1,1776081928,92004,,65.0,65.0,Available,53.85,1
66491394,11041,Square Saint-Ambroise,48.860934,2.375841,43,,CREDITCARD,15,15,12,3,22,22,1,1,1,1776082172,11041,,34.88,48.84,Available,20.0,1
102743096,31703,Sadi Carnot - François Mitterrand,48.87532687671517,2.4241617321968083,27,,,1,1,0,1,26,26,1,1,1,1776082134,31703,,3.7,3.7,Low,100.0,1
126175087,35003,Gabrielle Josserand - Edouard Vaillant,48.90271566255436,2.3933270573616032,25,,CREDITCARD,3,3,1,2,21,21,1,1,1,1776081960,35003,,12.0,16.0,Low,66.67,1
1057184567,31025,Paul Signac - Aristide Briand,48.869502621564,2.450226098299,35,,,0,0,0,0,35,35,1,1,1,1776082078,31025,,0.0,0.0,Empty,,1
101746493,15031,Théâtre - Lourmel,48.8482070397636,2.2898658737540245,53,,CREDITCARD,38,38,34,4,15,15,1,1,1,1776082029,15031,,71.7,71.7,Available,10.53,1
27363137,21014,Hameau Fleuri - Marché,48.83144889260832,2.2412404417991643,22,,,10,10,5,5,12,12,1,1,1,1776082104,21014,,45.45,45.45,Available,50.0,1
653050378,5121,Square René Viviani - Montebello,48.851904891406,2.3478421568871,47,,CREDITCARD,27,27,23,4,19,19,1,1,1,1776082197,5121,,57.45,59.57,Available,14.81,1
82404497,11006,Ledru-Rollin - Place du Père Chaillet,48.8564337069437,2.379020587761426,37,,CREDITCARD,6,6,3,3,28,28,1,1,1,1776082190,11006,,16.22,24.32,Available,50.0,1
1968156458,47005,Ecole Vétérinaire,48.81488859822486,2.4224362157779,36,,CREDITCARD,19,19,16,3,16,16,1,1,1,1776082148,47005,,52.78,55.56,Available,15.79,1
991351798,19127,Aubervilliers - Curial,48.89088305227546,2.3688579350709915,23,,CREDITCARD,0,0,0,0,16,16,1,1,1,1776081732,19127,,0.0,30.43,Empty,,1
7304,16015,Bassano -  Iéna,48.86814451048208,2.296149600985935,15,,,15,15,3,12,0,0,1,1,1,1776082189,16015,,100.0,100.0,Available,80.0,1
43255030,17040,Pereire - Ternes,48.87973954830735,2.288012132048607,48,,CREDITCARD,0,0,0,0,48,48,1,1,1,1776082182,17040,,0.0,0.0,Empty,,1
1002738770,1120,Lavandieres Sainte Opportune - Rivoli,48.859279702476,2.3466217517853,27,,,22,22,15,7,5,5,1,1,1,1776082196,1120,,81.48,81.48,Available,31.82,1
15409531,14112,Méchain - Faubourg Saint-Jacques,48.83586772099485,2.33798034198275,16,,,9,9,2,7,7,7,1,1,1,1776082193,14112,,56.25,56.25,Available,77.78,1
29327,47004,Stade Auguste Delaune,48.80896378683884,2.4345204234123234,21,,CREDITCARD,5,5,3,2,16,16,1,1,1,1776081840,47004,,23.81,23.81,Low,40.0,1
36298,9026,Jean-Baptiste Pigalle - La Bruyere,48.87939826447722,2.333709173337285,17,,CREDITCARD,4,4,1,3,13,13,1,1,1,1776082146,9026,,23.53,23.53,Low,75.0,1
37903195,21001,Transvaal - Charles de Gaulle,48.848280403628806,2.2373420120857195,27,,CREDITCARD,23,23,15,8,4,4,1,1,1,1776082002,21001,,85.19,85.19,Available,34.78,1
102313219,18033,Belliard - Damrémont,48.89669238777841,2.338023450388167,34,,CREDITCARD,2,2,1,1,30,30,1,1,1,1776082028,18033,,5.88,11.76,Low,50.0,1
100906707,11010,Boulets - Faubourg Saint-Antoine,48.849259262115,2.3917546141943,43,,,8,8,5,3,34,34,1,1,1,1776082046,11010,,18.6,20.93,Available,37.5,1
624177860,16122,Route de la Muette - Porte de Neuilly,48.8798926,2.2587671,50,,CREDITCARD,15,15,12,3,35,35,1,1,1,1776082082,16122,,30.0,30.0,Available,20.0,1
27369223,15002,Maine - Antoine Bourdelle,48.84308531746595,2.320263946784738,17,,CREDITCARD,1,1,1,0,16,16,1,1,1,1776081861,15002,,5.88,5.88,Low,0.0,1
102336814,21310,Kléber - Gouverneur Général Eboué,48.8268858430698,2.2723413258790965,24,,,13,13,11,2,8,8,1,1,1,1776082186,21310,,54.17,66.67,Available,15.38,1
484423835,23007,Président Wilson - Jean Jaures,48.89034054052266,2.2920683026313786,27,,,14,14,12,2,13,13,1,1,1,1776082124,23007,,51.85,51.85,Available,14.29,1
54000618,20016,Pyrénées - Maraîchers,48.85714001395299,2.4043509364128117,33,,CREDITCARD,4,4,0,4,29,29,1,1,1,1776082157,20016,,12.12,12.12,Low,100.0,1
653059879,32015,Gare RER de Saint-Denis,48.93554324248177,2.3471488058567047,40,,CREDITCARD,19,19,11,8,19,19,1,1,1,1776082055,32015,,47.5,52.5,Available,42.11,1
39799329,9014,Faubourg Montmartre - La Fayette,48.875254549053,2.3408536612988,35,,CREDITCARD,25,25,22,3,10,10,1,1,1,1776082156,9014,,71.43,71.43,Available,12.0,1
15291968,16043,Place de Passy,48.85780291711202,2.277500546942199,15,,CREDITCARD,1,1,0,1,12,12,1,1,1,1776082185,16043,,6.67,20.0,Low,100.0,1
15387809,16027,Mozart - Jasmin,48.85286124871689,2.268483570651513,62,,CREDITCARD,6,6,1,5,54,54,1,1,1,1776081875,16027,,9.68,12.9,Available,83.33,1
66491407,20116,Haies - Réunion,48.85386896766491,2.402426162238911,22,,,2,2,1,1,20,20,1,1,1,1776082103,20116,,9.09,9.09,Low,50.0,1
221094844,6107,Place Alphonse Deville,48.850188262662,2.3275961726904,23,,,22,22,11,11,1,1,1,1,1,1776082145,6107,,95.65,95.65,Available,50.0,1
15397468,16029,Maison de Radio - France,48.85132886434057,2.277785539627075,47,,CREDITCARD,40,40,37,3,5,5,1,1,1,1776082184,16029,,85.11,89.36,Available,7.5,1
84966359,8019,Naples - Rome,48.87996070084623,2.321358695626259,26,,CREDITCARD,1,1,0,1,24,24,1,1,1,1776082000,8019,,3.85,7.69,Low,100.0,1
42908639,9017,Lallier - Trudaine,48.88109246617963,2.3408224806189537,29,,CREDITCARD,1,1,0,1,27,27,1,1,1,1776082197,9017,,3.45,6.9,Low,100.0,1
125469898,18008,Square Léon,48.88667396788626,2.353205569088459,33,,,2,2,1,1,31,31,1,1,1,1776081874,18008,,6.06,6.06,Low,50.0,1
54000549,7008,Villersexel - Saint-Germain,48.858297001218,2.3237934708595,16,,,14,14,6,8,2,2,1,1,1,1776081783,7008,,87.5,87.5,Available,57.14,1
52329,16112,Chernoviz - Raynouard,48.8569864146289,2.282173218142987,37,,,23,23,4,19,13,13,1,1,1,1776082175,16112,,62.16,64.86,Available,82.61,1
85162552,42703,Fontainebleau - Edmond Michelet,48.80956436844049,2.3626908659935,45,,CREDITCARD,3,3,1,2,42,42,1,1,1,1776082072,42703,,6.67,6.67,Low,66.67,1
54000586,14030,Pernety - Raymond Losserand,48.834254627953,2.317609339387,32,,CREDITCARD,5,5,4,1,27,27,1,1,1,1776082113,14030,,15.62,15.62,Low,20.0,1
2515738489,20201,Eugène Reisz - Davout,48.85631874632638,2.410396970808506,20,,,6,6,2,4,13,13,1,1,1,1776081957,20201,,30.0,35.0,Available,66.67,1
256561528,13046,Eugène Oudiné - Dessous Des Berges,48.8256423,2.3750226,44,,,11,11,6,5,33,33,1,1,1,1776082071,13046,,25.0,25.0,Available,45.45,1
452920451,22102,Mont Valérien - Michel Salles,48.8561915,2.2152966,24,,CREDITCARD,1,1,0,1,20,20,1,1,1,1776082009,22102,,4.17,16.67,Low,100.0,1
54000588,15003,Gare Montparnasse - Vaugirard,48.8418071798797,2.31951002690117,66,,CREDITCARD,2,2,1,1,64,64,1,1,1,1776081959,15003,,3.03,3.03,Low,50.0,1
1020700136,4110,Neuve Saint-Pierre - Beautreillis,48.85355351439652,2.3639122769236565,20,,,19,19,11,8,1,1,1,1,1,1776082002,4110,,95.0,95.0,Available,42.11,1
100855693,6032,Sabot - Rennes,48.852575112948415,2.331552766263485,26,,CREDITCARD,19,19,13,6,6,6,1,1,1,1776082093,6032,,73.08,76.92,Available,31.58,1
102304517,17022,Pereire - Place de Wagram,48.887070607581215,2.304111124531457,46,,CREDITCARD,5,5,3,2,41,41,1,1,1,1776082093,17022,,10.87,10.87,Low,40.0,1
128889359,7020,Champ de Mars - Cler,48.85669155011532,2.306646779179573,40,,CREDITCARD,10,10,3,7,29,29,1,1,1,1776082091,7020,,25.0,27.5,Available,70.0,1
210737808,10036,Aqueduc - Villette,48.883886063895,2.367198803315,28,,,4,4,1,3,23,23,1,1,1,1776082075,10036,,14.29,17.86,Low,75.0,1
17526921983,23304,Mairie de Sceaux,48.778916905132,2.2887361764861,33,,,26,26,11,15,6,6,1,1,1,1776082172,23304,,78.79,81.82,Available,57.69,1
54000546,6017,Sénat - Condé,48.84954227788459,2.337939441204071,33,,CREDITCARD,29,29,16,13,4,4,1,1,1,1776082192,6017,,87.88,87.88,Available,44.83,1
912377361,12161,Diderot - Reuilly,48.847208456061,2.3861273378134,44,,CREDITCARD,23,23,19,4,20,20,1,1,1,1776082111,12161,,52.27,54.55,Available,17.39,1
20440192915,45502,De Gaulle - Castelnau,48.772695647197,2.3403334480725,1,,,0,0,0,0,1,1,1,0,0,1752834155,45502,,0.0,0.0,Empty,,0
259977414,15107,Palais des Sports,48.833468517426,2.2858720645308,22,,CREDITCARD,20,20,18,2,1,1,1,1,1,1776082191,15107,,90.91,95.45,Available,10.0,1
36473,9101,Cadet - La Fayette,48.875601632672,2.3435704037547,19,,CREDITCARD,9,9,3,6,10,10,1,1,1,1776082099,9101,,47.37,47.37,Available,66.67,1
129101773,18017,Caulaincourt - Place Constantin Pecqueur,48.889677905028,2.3381787144261,44,,CREDITCARD,3,3,0,3,39,39,1,1,1,1776081726,18017,,6.82,11.36,Low,100.0,1
256124192,19041,Belleville - Pyrénées,48.8741908,2.3860039,42,,,1,1,0,1,41,41,1,1,1,1776081966,19041,,2.38,2.38,Low,100.0,1
100918666,11043,Place Pasdeloup,48.862654215631,2.3670325062844,21,,CREDITCARD,4,4,3,1,16,16,1,1,1,1776081812,11043,,19.05,23.81,Low,25.0,1
1002059045,1117,Pont Neuf - Rivoli,48.860089892617,2.344057559967,27,,CREDITCARD,26,26,11,15,1,1,1,1,1,1776082181,1117,,96.3,96.3,Available,57.69,1
35137730,13103,Hôpital Pitié Salpêtrière,48.8377016,2.3604946,50,,CREDITCARD,3,3,1,2,46,46,1,1,1,1776082184,13103,,6.0,8.0,Low,66.67,1
54000545,15059,Parc André Citroën,48.840639944297,2.2780618071556,65,,CREDITCARD,36,36,31,5,27,27,1,1,1,1776082171,15059,,55.38,58.46,Available,13.89,1
82417874,11102,Alexandre Dumas - Voltaire,48.852888670365,2.3891476408096,74,,,18,18,12,6,53,53,1,1,1,1776082107,11102,,24.32,28.38,Available,33.33,1
82568336,31704,Jeanne Hornet - Girardot,48.87380268143215,2.427820265293122,29,,,0,0,0,0,25,25,1,1,1,1776081986,31704,,0.0,13.79,Empty,,1
66491408,32603,Calmette,48.88104925098552,2.424993216991425,32,,,0,0,0,0,31,31,1,1,1,1776081927,32603,,0.0,3.12,Empty,,1
18175885970,17201,Porte Maillot - Perreire,48.878021154637,2.2842371277102,51,,CREDITCARD,15,15,11,4,33,33,1,1,1,1776082195,17201,,29.41,35.29,Available,26.67,1
17527065847,23403,Chateau,48.774661399959,2.3135878035462,22,,CREDITCARD,11,11,11,0,5,5,1,1,1,1776082069,23403,,50.0,77.27,Available,0.0,1
17527110170,23903,Stade Gaston Bouillant,48.939958667023,2.3279571813836,30,,,5,5,4,1,24,24,1,1,1,1776082003,23903,,16.67,20.0,Low,20.0,1
75641607,6027,Blaise-Desgoffe - Vaugirard,48.846128877747,2.3242672160268,32,,,5,5,3,2,26,26,1,1,1,1776082194,6027,,15.62,18.75,Low,40.0,1
54000541,4013,Vieille du Temple - Francs Bourgeois,48.858256413365815,2.35821794718504,29,,CREDITCARD,5,5,3,2,22,22,1,1,1,1776082087,4013,,17.24,24.14,Low,40.0,1
1025995767,45001,Hôtel de Ville de Champigny sur Marne,48.813810628405,2.5096759200096,21,,CREDITCARD,16,16,11,5,5,5,1,1,1,1776082105,45001,,76.19,76.19,Available,31.25,1
1034242363,31023,Place François Mitterand,48.86492782016328,2.442958317697048,34,,CREDITCARD,4,4,1,3,29,29,1,1,1,1776082037,31023,,11.76,14.71,Low,75.0,1
1021553839,9118,Faubourg Poissonniere - Delta,48.882555807626765,2.3497482016682625,36,,CREDITCARD,3,3,1,2,30,30,1,1,1,1776082182,9118,,8.33,16.67,Low,66.67,1
1021176825,21024,Billancourt - Général Leclerc,48.8322649,2.2380413,22,,CREDITCARD,14,14,8,6,8,8,1,1,1,1776082195,21024,,63.64,63.64,Available,42.86,1
335780498,2001,Greneta - Sebastopol,48.865242333228,2.3516669869423,32,,CREDITCARD,23,23,21,2,6,6,1,1,1,1776081937,2001,,71.88,81.25,Available,8.7,1
54000611,19023,Manin - Simon Bolivar,48.876499654127,2.3794073625991,26,,CREDITCARD,2,2,0,2,23,23,1,1,1,1776081945,19023,,7.69,11.54,Low,100.0,1
484387018,20019,Place du Maquis du Vercors,48.877321579493575,2.4083782732486725,31,,CREDITCARD,0,0,0,0,30,30,1,1,1,1776082171,20019,,0.0,3.23,Empty,,1
1035816937,18137,Poissonniers - Nord,48.892511213520656,2.352222874760628,28,,,4,4,2,2,24,24,1,1,1,1776081865,18137,,14.29,14.29,Low,50.0,1
544249939,7101,Raspail - Chomel,48.852233164303,2.3266580700874,49,,CREDITCARD,45,45,35,10,4,4,1,1,1,1776082153,7101,,91.84,91.84,Available,22.22,1
1023083417,18138,Station Paris Basketball - Ney - Charles Hermite,48.898748039775,2.3645754531026,20,,CREDITCARD,20,20,15,5,1,1,1,1,1,1776081962,18138,,100.0,95.0,Available,25.0,1
66507229,17116,Reims - Porte d'Asnières,48.891834448210986,2.300144659954865,26,,,0,0,0,0,26,26,1,1,1,1776082099,17116,,0.0,0.0,Empty,,1
20636823021,18208,Tourlaque - Damrémont,48.887912943261,2.3328311485014,16,,,0,0,0,0,16,16,1,1,1,1776082132,18208,,0.0,0.0,Empty,,1
82432573,13041,Porte d'Ivry,48.821768747596,2.3688706755638,50,,,23,23,19,4,26,26,1,1,1,1776082187,13041,,46.0,48.0,Available,17.39,1
66491386,7016,Surcouf - Université,48.861273016278,2.3094535509142,58,,CREDITCARD,20,20,12,8,36,36,1,1,1,1776082034,7016,,34.48,37.93,Available,40.0,1
54000539,4011,Hôtel de Ville - Pont-Marie,48.853899645527,2.3569472506642,36,,CREDITCARD,19,19,12,7,16,16,1,1,1,1776082179,4011,,52.78,55.56,Available,36.84,1
452936197,12041,Bois de Vincennes.,48.8338064,2.4132221,60,,CREDITCARD,3,3,2,1,56,56,1,1,1,1776082182,12041,,5.0,6.67,Low,33.33,1
27415012,12108,Bercy.,48.839966914994,2.3788625746965,66,,,62,62,46,16,4,4,1,1,1,1776082183,12108,,93.94,93.94,Available,25.81,1
101490103,14006,Saint-Jacques - Tombe Issoire,48.833206330538864,2.33691081404686,23,,CREDITCARD,2,2,0,2,20,20,1,1,1,1776082135,14006,,8.7,13.04,Low,100.0,1
100872260,7013,Duroc - Place de Breteuil,48.847460641142,2.3126140236855,42,,,24,24,15,9,18,18,1,1,1,1776082115,7013,,57.14,57.14,Available,37.5,1
213848056,21311,Parvis Corentin Celton,48.827472525227,2.2784319519997,55,,CREDITCARD,23,23,14,9,29,29,1,1,1,1776082035,21311,,41.82,47.27,Available,39.13,1
20431248994,10207,Charles Robin - Grange aux Belles,48.877376705016,2.3698456519833,23,,CREDITCARD,0,0,0,0,20,20,1,1,1,1776082069,10207,,0.0,13.04,Empty,,1
653127524,21114,Gustave Eiffel - Parc des Impressionnistes,48.90390619651018,2.2946908324956894,30,,CREDITCARD,6,6,4,2,24,24,1,1,1,1776081920,21114,,20.0,20.0,Available,33.33,1
263610599,31013,Centenaire - Sorins,48.85853523359734,2.427350878715516,45,,,5,5,1,4,40,40,1,1,1,1776082052,31013,,11.11,11.11,Low,80.0,1
214134714,42301,Gare Arcueil - Cachan,48.799824,2.328171,26,,CREDITCARD,4,4,1,3,22,22,1,1,1,1776082114,42301,,15.38,15.38,Low,75.0,1
